,akcja,akcji,autor,autorka,autorki,bohaterowie,bohaterów,choć,chyba,ciekawa,czas,czyta,części,część,dobra,dzięki,fabuła,historia,historii,historię,końca,końcu,książce,książek,książka,książki,książkę,którą,ludzi,mamy,miałam,miłości,miłość,mogę,najbardziej,napisana,naprawdę,niestety,opowieść,pewno,początku,polecam,postaci,powieści,powieść,prostu,przeczytać,raz,razem,serii,siebie,strony,swoją,szybko,tom,trochę,tą,tę,warto,wiem,wrażenie,zakończenie,zdecydowanie,świat,świata,życia,życie,życiu,length,scores
1474,0.0,0.0,0.2573113258576664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23629642431524184,0.0,0.0,0.0,0.0,0.0,0.2348964608732315,0.26641541821679293,0.0,0.0,0.0,0.2744037732984737,0.14673061550675373,0.36446937365504756,0.2080709371195718,0.0,0.0,0.0,0.0,0.2634993147336907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2730796088003572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2698758410159228,0.0,0.5118645175642867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1169,2.0
2293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0
5771,0.0,0.0,0.0,0.0,0.3720576281856837,0.0,0.0,0.0,0.0,0.0,0.3345834663886132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7281050247709597,0.0,0.0,0.0,0.0,0.0,0.0,0.3672313081555751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2909145313349751,0.0,432,1.0
5097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370,3.0
287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5102719612344154,0.0,0.0,0.0,0.0,0.0,0.0,0.5353236937304888,0.0,0.0,0.4169593001781934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5283900174148263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357,1.0
4235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.788334328130361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6152470943379194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95,4.0
2838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5313063233314957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4336704844264137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5042161833937587,0.0,0.0,0.0,0.524794761910939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109,2.0
3210,0.0,0.0,0.0,0.5095117960131264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5699142689846752,0.0,0.0,0.0,0.6446669339520537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174,5.0
3890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3.0
5656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4412152407645235,0.0,0.3786731204346612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25396548743522673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45941318554371596,0.3854270363382336,0.0,0.0,0.0,0.0,0.30877122961567227,0.0,0.0,0.3774694196075952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630,1.0
3555,0.0,0.0,0.36521186504837894,0.0,0.0,0.0,0.0,0.0,0.38334185961523143,0.0,0.35313439902298094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3160633860795097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38483890895369727,0.3435617434631007,0.30704424608569014,0.3669571065272433,714,3.0
5688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0
1386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5472781405684847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8369507971535135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136,3.0
3601,0.0,0.0,0.0,0.0,0.29326447439688846,0.0,0.0,0.0,0.28628588774782204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28876839098227125,0.2108799775008023,0.0,0.0,0.2749948378284423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2843153587767518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23785497287395932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2668951737708627,0.0,0.0,0.0,0.0,0.5807859997298258,0.0,0.2874039083555771,0.0,0.0,0.0,1913,1.0
2768,0.0,0.0,0.0,0.2968016745859837,0.0,0.0,0.0,0.4673386919581724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1762912614179301,0.0,0.0,0.15029455321909188,0.0,0.0,0.0,0.15596240042899018,0.0,0.18776623725336866,0.11659980204020613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28496070501471327,0.0,0.3329111374597948,0.0,0.0,0.0,0.0,0.14357516799819747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16375395501924606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17702171903611313,0.17528842570467879,0.0,0.0,0.0,0.17348413584506636,0.4646295693138316,0.13841455336000036,0.0,2304,3.0
3252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4496676246412365,0.0,0.0,0.0,0.0,0.0,0.4088996891344347,0.0,0.0,0.0,0.0,0.0,0.0,0.6031590377725637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5165261336356038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172,5.0
3452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5625539116640726,0.0,0.0,0.0,0.0,0.8267606040876953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152,3.0
1290,0.0,0.0,0.0,0.2809948676050917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29531257949301326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5395690283079306,0.0,0.0,0.0,0.3054396541278972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6703761974815676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473,3.0
3718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3758723553846489,0.0,0.34625349410402967,0.0,0.0,0.0,0.3554664299851122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25361279528727027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3099048183670695,0.0,0.0,0.0,0.0,0.24826927747499428,0.0,0.0,0.0,0.0,0.0,0.0,0.34974483602307144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35041377133621043,0.0,0.0,0.0,0.0,0.3812646921059043,0.0,0.0,0.0,0.0,0.0,926,3.0
4301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.553847707717763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8326179896301661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,3.0
